,Date,avg_tem,avg_hum,max_tem,min_tem,max_hum,min_hum,max_hea,Month,Day,Year
387,2/26/2010,22.3,54,37.9,5.8,88,21,37.9,2,26,2010
388,2/27/2010,27.4,42,44.6,9.9,69,11,44.6,2,27,2010
389,2/28/2010,25.8,79,34.9,20.2,89,60,34.9,2,28,2010
390,3/1/2010,26.1,74,39.1,14.3,90,40,39.1,3,1,2010
391,3/2/2010,27.8,58,48.8,10.5,86,21,48.8,3,2,2010
392,3/3/2010,31.4,56,48.3,15.4,84,23,48.3,3,3,2010
393,3/4/2010,29.9,63,44.6,16.4,83,32,44.6,3,4,2010
394,3/5/2010,29.9,59,36.9,20,85,34,36.9,3,5,2010
395,3/6/2010,37,54,48.1,31.2,87,27,48.1,3,6,2010
396,3/7/2010,38,58,52.8,24.5,88,15,52.8,3,7,2010
397,3/8/2010,35.5,61,42.6,30.1,78,41,42.6,3,8,2010
398,3/9/2010,35.3,51,44.6,25.7,86,26,44.6,3,9,2010
399,3/10/2010,26.4,73,40.1,17,88,32,40.1,3,10,2010
400,3/11/2010,27.7,46,37.4,20.2,79,28,37.4,3,11,2010
401,3/12/2010,36.2,30,51.5,27.2,54,17,51.5,3,12,2010
402,3/13/2010,36.2,42,49.9,21,70,14,49.9,3,13,2010
403,3/14/2010,27.9,79,36.6,22.4,90,56,36.6,3,14,2010
404,3/15/2010,31.2,69,46,18.1,91,38,46,3,15,2010
405,3/16/2010,36.9,46,57.6,17.3,84,11,57.6,3,16,2010
406,3/17/2010,43.2,30,60.7,25,61,9,60.7,3,17,2010
407,3/18/2010,35.7,51,54.8,23.2,88,12,54.8,3,18,2010
408,3/19/2010,18.6,85,26.7,4.5,89,80,32,3,19,2010
409,3/20/2010,15,52,35,-10,80,24,35,3,20,2010
410,3/21/2010,38.9,24,48.9,25.6,34,15,48.9,3,21,2010
411,3/22/2010,41.8,30,52.1,29,64,19,52.1,3,22,2010
412,3/23/2010,29.4,84,35.5,21.9,91,62,35.5,3,23,2010
413,3/24/2010,25.9,79,35,16.7,89,54,35,3,24,2010
414,3/25/2010,31.7,47,46.3,10.7,86,15,46.3,3,25,2010
415,3/26/2010,33.6,57,38.6,29.1,88,30,38.6,3,26,2010
416,3/27/2010,32.5,49,41.2,25.7,79,29,41.2,3,27,2010
417,3/28/2010,40.4,27,51.4,28.8,43,14,51.4,3,28,2010
418,3/29/2010,47.4,20,57.2,39.5,23,16,57.2,3,29,2010
419,3/30/2010,54.4,19,64.2,45.8,24,14,64.2,3,30,2010
420,3/31/2010,45.7,48,54.4,34,85,19,54.4,3,31,2010
421,4/1/2010,32.4,70,38.8,24.3,91,42,38.8,4,1,2010
422,4/2/2010,26.3,36,34.5,20.5,47,27,34.5,4,2,2010
423,4/3/2010,30.9,56,39.1,27,91,35,39.1,4,3,2010
424,4/4/2010,35.2,55,45.7,26.4,91,27,45.7,4,4,2010
425,4/5/2010,38,60,48.2,29.4,91,35,48.2,4,5,2010
426,4/6/2010,30,55,34.9,25.6,91,27,34.9,4,6,2010
427,4/7/2010,29.8,63,38.2,22.7,86,35,38.2,4,7,2010
428,4/8/2010,40.9,30,53.1,24.7,49,18,53.1,4,8,2010
429,4/9/2010,46.9,28,56.4,37.8,52,15,56.4,4,9,2010
430,4/10/2010,38.7,63,49.8,27.5,86,41,49.8,4,10,2010
431,4/11/2010,43.6,51,63.9,24.5,89,10,63.9,4,11,2010
432,4/12/2010,47.7,42,63.2,31,73,15,63.2,4,12,2010
433,4/13/2010,40.2,51,49.2,33.8,83,21,49.2,4,13,2010
434,4/14/2010,44.3,35,57.5,33.5,61,15,57.5,4,14,2010
435,4/15/2010,42.9,50,57.3,24.5,80,28,57.3,4,15,2010
436,4/16/2010,39.9,71,44.1,35.3,84,51,44.1,4,16,2010
437,4/17/2010,39.5,82,49.6,31.6,92,53,49.6,4,17,2010
438,4/18/2010,43,62,63.5,25.8,94,13,63.5,4,18,2010
439,4/19/2010,44.5,51,62.3,25.6,83,15,62.3,4,19,2010
440,4/20/2010,42.4,67,61.8,26.4,87,18,61.8,4,20,2010
441,4/21/2010,44,76,57.9,32.5,92,49,57.9,4,21,2010
442,4/22/2010,39.4,82,54.9,32.5,93,49,54.9,4,22,2010
443,4/23/2010,32.9,90,37,30.3,94,76,37,4,23,2010
444,4/24/2010,37.6,55,47.4,29.8,89,26,47.4,4,24,2010
445,4/25/2010,40.5,56,49.8,26.7,91,33,49.8,4,25,2010
446,4/26/2010,32.7,68,43.8,18.8,91,31,43.8,4,26,2010
447,4/27/2010,45.7,48,63.5,24.5,91,12,63.5,4,27,2010
448,4/28/2010,52,37,59.9,35.5,90,19,59.9,4,28,2010
449,4/29/2010,32.2,63,36.5,27,94,30,36.5,4,29,2010
450,4/30/2010,31.7,50,38,26.7,87,35,38,4,30,2010
451,5/1/2010,34.3,52,42.3,27.2,71,28,42.3,5,1,2010
452,5/2/2010,32.1,71,40.6,24.5,90,45,40.6,5,2,2010
453,5/3/2010,39.6,49,51.7,23.3,92,32,51.7,5,3,2010
454,5/4/2010,48.5,30,56.3,41.6,41,20,56.3,5,4,2010
455,5/5/2010,43.7,34,49.5,38.9,65,22,49.5,5,5,2010
456,5/6/2010,42.6,62,49.9,37.3,83,23,49.9,5,6,2010
457,5/8/2010,35,55,44.9,20,81,33,44.9,5,8,2010
458,5/9/2010,46.8,51,66.9,26.7,87,12,75.8,5,9,2010
459,5/10/2010,45,49,52.9,37.9,76,17,52.9,5,10,2010
460,5/11/2010,32,90,37.6,28.8,94,71,37.6,5,11,2010
461,5/12/2010,28.6,89,34.9,24.5,93,78,34.9,5,12,2010
462,5/13/2010,30.6,84,38.6,16.9,92,65,38.6,5,13,2010
463,5/14/2010,36.6,85,51.3,29.3,93,50,51.3,5,14,2010
464,5/15/2010,39.8,72,50.2,32.7,94,42,50.2,5,15,2010
465,5/16/2010,46.3,50,60.1,32.5,80,20,60.1,5,16,2010
466,5/17/2010,48.1,57,66,27.9,90,17,76.7,5,17,2010
467,5/18/2010,46.8,69,64.5,36,88,28,76.5,5,18,2010
468,5/19/2010,48.8,50,55.9,41.5,76,37,55.9,5,19,2010
469,5/20/2010,51,63,66.1,36.3,91,21,75.2,5,20,2010
470,5/21/2010,51.4,69,64.3,36.6,94,43,64.3,5,21,2010
471,5/22/2010,60.6,29,73.2,40,84,13,76.2,5,22,2010
472,5/23/2010,48.4,55,57.8,41.1,83,36,57.8,5,23,2010
473,5/24/2010,43.9,51,62.7,33.8,92,19,62.7,5,24,2010
474,5/25/2010,48.7,40,58.4,38.2,75,28,58.4,5,25,2010
475,5/26/2010,53.2,67,67.1,34.9,90,25,79,5,26,2010
476,5/27/2010,57.7,58,74.6,39.8,93,22,79.1,5,27,2010
477,5/28/2010,61.7,37,80.7,39.5,73,11,78.8,5,28,2010
478,5/29/2010,58.3,41,72.7,43.1,80,10,79.1,5,29,2010
479,5/30/2010,50,59,59.9,35.2,88,34,59.9,5,30,2010
480,5/31/2010,53,44,69.4,30.6,83,11,76.5,5,31,2010
481,6/1/2010,54.8,40,71.5,34.9,75,14,75.9,6,1,2010
482,6/2/2010,52.8,56,66,40.1,84,29,77.5,6,2,2010
483,6/3/2010,57.7,48,70.1,43.1,74,28,78.5,6,3,2010
484,6/4/2010,63.6,43,79,43.2,80,22,79.1,6,4,2010
485,6/5/2010,68.2,38,77.6,58.4,64,27,78.6,6,5,2010
486,6/6/2010,62.6,59,83.8,44.5,91,19,81.2,6,6,2010
487,6/7/2010,66.9,50,84.3,47.3,91,13,81.5,6,7,2010
488,6/8/2010,57.9,71,68.3,52.6,91,40,79.1,6,8,2010
489,6/9/2010,60,71,74.6,44.2,94,37,78.2,6,9,2010
490,6/10/2010,61.4,59,70.4,49.9,92,20,79.1,6,10,2010
491,6/11/2010,53.3,79,63.2,46.2,94,50,63.2,6,11,2010
492,6/12/2010,43.5,92,47.7,41.9,94,87,47.7,6,12,2010
493,6/13/2010,42.4,90,50.9,38.3,94,72,50.9,6,13,2010
494,6/14/2010,48,71,61.3,38.3,94,36,61.3,6,14,2010
495,6/15/2010,57.2,42,67.6,43.5,68,24,78.2,6,15,2010
496,6/16/2010,59.1,50,74,39.3,87,19,79,6,16,2010
497,6/17/2010,59.8,28,70.4,45.5,69,11,73.6,6,17,2010
498,6/18/2010,58.6,44,77.4,36.5,75,9,79.1,6,18,2010
499,6/19/2010,59.7,66,74.6,42.5,89,41,78,6,19,2010
500,6/20/2010,59.4,64,77.5,40.3,88,12,79.1,6,20,2010
501,6/21/2010,61.9,47,78.6,40.8,90,9,78.6,6,21,2010
502,6/22/2010,62.4,35,78.1,39.5,80,7,79,6,22,2010
503,6/23/2010,57.7,48,68.1,40.9,68,33,79.1,6,23,2010
504,6/24/2010,63,46,84.9,40.9,90,10,81.8,6,24,2010
505,6/25/2010,65.8,32,84.7,40.1,69,10,81.6,6,25,2010
506,6/26/2010,65.9,38,77.8,52.9,62,22,79.1,6,26,2010
507,6/27/2010,58.6,65,71.3,41.3,92,45,78.5,6,27,2010
508,6/28/2010,61.9,58,77.4,42.3,95,20,79.1,6,28,2010
509,6/29/2010,64.7,46,77.7,43.9,84,22,78.8,6,29,2010
510,6/30/2010,64.6,44,79.9,42.9,80,20,79,6,30,2010
511,7/1/2010,65.5,47,81.8,51.3,86,19,79.8,7,1,2010
512,7/2/2010,63.5,61,76.8,48,92,27,78.8,7,2,2010
513,7/3/2010,67.2,40,81.3,46.7,84,11,79.2,7,3,2010
514,7/4/2010,57.3,72,68.1,47.1,89,51,78.1,7,4,2010
515,7/5/2010,59.8,42,75.9,46.7,90,16,78.4,7,5,2010
516,7/6/2010,61,51,79,40.3,90,17,78.9,7,6,2010
517,7/7/2010,51.2,87,59.8,46,92,69,59.8,7,7,2010
518,7/8/2010,51.4,81,63.1,40.1,94,63,63.1,7,8,2010
519,7/9/2010,56.3,67,70.3,39.1,94,35,79.1,7,9,2010
520,7/10/2010,61,53,77,43.9,89,20,79.1,7,10,2010
521,7/11/2010,61.5,46,77.7,42.9,80,20,79.1,7,11,2010
522,7/12/2010,68.1,35,80.7,55.7,56,19,79.1,7,12,2010
523,7/13/2010,71.6,31,83.8,56.9,47,17,81.1,7,13,2010
524,7/14/2010,70.1,40,81,58.1,71,21,79.3,7,14,2010
525,7/15/2010,66.9,42,83.6,48.4,86,10,80.8,7,15,2010
526,7/16/2010,68,29,87.8,41.6,69,7,84.2,7,16,2010
527,7/17/2010,68.2,34,87.2,46,61,11,83.6,7,17,2010
528,7/18/2010,67.8,44,83.2,49.9,75,20,80.9,7,18,2010
529,7/19/2010,65,50,87,45.4,79,16,83.5,7,19,2010
530,7/20/2010,59.5,66,76.5,48,85,40,78.2,7,20,2010
531,7/22/2010,65.9,54,82,52,85,24,80.4,7,22,2010
532,7/23/2010,68.4,41,83.7,48.6,81,13,81,7,23,2010
533,7/24/2010,62.5,61,71.6,54.4,82,42,78.7,7,24,2010
534,7/25/2010,64.6,60,77.8,48,90,35,78.8,7,25,2010
535,7/26/2010,67.9,43,85.8,45.4,82,17,82.7,7,26,2010
536,7/27/2010,66.1,50,82.8,50.5,81,21,80.6,7,27,2010
537,7/28/2010,63.7,74,76.2,57.5,90,43,78,7,28,2010
538,7/29/2010,64.1,70,78.3,57.3,94,34,78.6,7,29,2010
539,7/30/2010,63.3,73,79.5,50.4,94,38,79.8,7,30,2010
540,7/31/2010,64.7,67,79.4,49.1,94,39,79.8,7,31,2010
541,8/1/2010,63.4,72,79.2,54.8,92,35,79.4,8,1,2010
542,8/2/2010,60.5,78,75.4,55,92,41,77.8,8,2,2010
543,8/3/2010,60.9,70,76.7,48.6,93,38,78.8,8,3,2010
544,8/4/2010,58.9,73,74.6,50.8,86,42,79.1,8,4,2010
545,8/5/2010,57.8,73,72.1,44.2,94,38,78.5,8,5,2010
546,8/6/2010,62,60,77.4,45.5,94,26,79.1,8,6,2010
547,8/7/2010,65.8,49,80.5,48.3,84,21,79.2,8,7,2010
548,8/8/2010,65.2,53,77.4,53.6,87,23,79,8,8,2010
549,8/9/2010,59.8,69,71.6,50,86,43,78.3,8,9,2010
550,8/10/2010,61.2,50,78,41.9,93,16,78.6,8,10,2010
551,8/11/2010,62.8,44,80.5,44.9,75,15,79.1,8,11,2010
552,8/12/2010,63.4,46,76.5,48.8,78,20,79,8,12,2010
553,8/13/2010,61.4,39,78.8,42.8,81,13,77.8,8,13,2010
554,8/14/2010,56.2,56,67.8,40.2,75,36,79.2,8,14,2010
555,8/15/2010,61.8,65,73.5,46.1,85,47,79,8,15,2010
556,8/16/2010,60.2,65,77.8,46.4,94,26,79.1,8,16,2010
557,8/17/2010,61.7,53,79.9,41.3,94,16,79.1,8,17,2010
558,8/18/2010,67,38,85.1,48.3,69,13,82,8,18,2010
559,8/19/2010,62.6,53,68.6,55.1,89,41,79.1,8,19,2010
560,8/20/2010,64.8,41,77.5,51.3,60,22,78.9,8,20,2010
561,8/21/2010,62.7,43,81.2,44.5,78,16,79.2,8,21,2010
562,8/22/2010,67.6,36,86.1,45.1,70,14,82.7,8,22,2010
563,8/23/2010,67.5,43,77.7,51.6,68,24,78.9,8,23,2010
564,8/24/2010,57.8,60,70.3,49.8,85,45,78.8,8,24,2010
565,8/25/2010,60.8,53,77.7,40.2,90,11,78.9,8,25,2010
566,8/26/2010,62.8,39,83.4,39.6,77,12,80.7,8,26,2010
567,8/27/2010,65.9,32,84.1,44.6,64,13,81.2,8,27,2010
568,8/28/2010,65.5,39,78.1,53.2,79,19,78.8,8,28,2010
569,8/29/2010,66.8,29,77.8,53.2,62,16,78.2,8,29,2010
570,8/30/2010,60.6,36,73.3,48.5,62,17,78.5,8,30,2010
571,8/31/2010,58.7,49,67.1,47.4,71,32,78.7,8,31,2010
572,9/1/2010,58.1,41,76.7,36.3,87,13,76.3,9,1,2010
573,9/2/2010,53.9,48,63.1,43.5,62,35,63.1,9,2,2010
574,9/3/2010,53.3,44,73.7,30.9,85,20,75.8,9,3,2010
575,9/4/2010,62.4,31,83,38,66,11,80.3,9,4,2010
576,9/5/2010,66.9,21,79.4,49.8,38,10,77.7,9,5,2010
577,9/6/2010,56.2,24,65.3,41.5,57,6,67.4,9,6,2010
578,9/7/2010,53.5,27,75.7,27.1,58,8,75.2,9,7,2010
579,9/8/2010,59.5,49,74.6,45.2,85,24,78.7,9,8,2010
580,9/9/2010,58.1,49,74.6,39.3,93,16,79.1,9,9,2010
581,9/10/2010,56,28,63.7,48,45,18,63.7,9,10,2010
582,9/11/2010,56.4,24,73,38.5,45,9,73.5,9,11,2010
583,9/12/2010,58.5,22,75.6,36.2,52,10,75,9,12,2010
584,9/13/2010,56.5,31,78.3,35.9,63,11,77,9,13,2010
585,9/14/2010,59.4,29,79.3,36.6,68,8,77.6,9,14,2010
586,9/15/2010,60.4,28,78.4,43.5,50,8,77,9,15,2010
587,9/16/2010,59.2,37,79.6,36.6,81,10,77.8,9,16,2010
588,9/17/2010,59.1,29,80.3,38.5,61,9,78.3,9,17,2010
589,9/18/2010,57.6,40,81.6,36.8,70,8,79.3,9,18,2010
590,9/19/2010,63.3,34,83.2,36.5,76,5,80.6,9,19,2010
591,9/20/2010,65.1,31,78.6,45.8,57,18,78.5,9,20,2010
592,9/21/2010,62.8,50,73.3,37.9,84,36,77.7,9,21,2010
593,9/22/2010,58.6,51,73.3,45.4,84,27,78,9,22,2010
594,9/24/2010,60.5,23,72.1,52,32,13,74.4,9,24,2010
595,9/25/2010,61.2,24,73.9,43.9,57,14,75.2,9,25,2010
596,9/26/2010,57.8,40,82,34.3,78,12,79.6,9,26,2010
597,9/27/2010,62.1,30,79.8,45.1,58,12,78.1,9,27,2010
598,9/28/2010,58.9,38,83.5,34.7,80,11,80.8,9,28,2010
599,9/29/2010,65.4,25,77.2,51.3,57,11,76.8,9,29,2010
600,9/30/2010,53.1,54,71.5,34.9,87,22,78.5,9,30,2010
601,10/1/2010,53.8,46,72.3,34.7,77,16,77.3,10,1,2010
602,10/2/2010,49.6,57,65.9,32.4,86,30,78,10,2,2010
603,10/3/2010,52.7,41,76.1,34.1,80,12,76.2,10,3,2010
604,10/4/2010,54.5,38,70.4,35.2,64,19,76.3,10,4,2010
605,10/5/2010,53.9,46,71.7,34.9,79,21,76.7,10,5,2010
606,10/6/2010,50.7,74,63.9,43.1,89,44,63.9,10,6,2010
607,10/7/2010,55.6,52,72.5,37.2,90,19,77.7,10,7,2010
608,10/8/2010,48.8,47,59.5,38.6,82,21,59.5,10,8,2010
609,10/9/2010,46.9,40,53.9,42.3,50,27,53.9,10,9,2010
610,10/10/2010,48.3,52,58.1,42.3,80,36,58.1,10,10,2010
611,10/11/2010,48.5,54,65.5,31.9,86,19,75.2,10,11,2010
612,10/12/2010,41.8,78,46.8,35.6,90,58,46.8,10,12,2010
613,10/13/2010,41.3,73,58.4,26.7,93,31,58.4,10,13,2010
614,10/14/2010,47.6,52,69.5,27.3,92,15,73.8,10,14,2010
615,10/15/2010,54.6,29,68.5,35.2,64,15,72.8,10,15,2010
616,10/16/2010,48.2,42,62.9,32.5,80,24,62.9,10,16,2010
617,10/17/2010,45.8,55,65.8,27,87,20,74.9,10,17,2010
618,10/18/2010,40,74,48.6,32.4,93,50,48.6,10,18,2010
619,10/19/2010,41.3,66,61.6,25.8,94,24,61.6,10,19,2010
620,10/20/2010,44.3,50,62.8,27.2,86,21,62.8,10,20,2010
621,10/21/2010,44,59,64.3,25.4,88,22,64.3,10,21,2010
622,10/22/2010,41.3,86,46.2,35.8,93,70,46.2,10,22,2010
623,10/23/2010,44.9,57,51.6,39.3,93,40,51.6,10,23,2010
624,10/24/2010,44.9,54,49.6,39.5,68,44,49.6,10,24,2010
625,10/25/2010,36.6,62,48.6,27,91,34,48.6,10,25,2010
626,10/26/2010,28.9,50,34.4,23.8,86,31,34.4,10,26,2010
627,10/27/2010,30.4,37,36.2,26,50,25,36.2,10,27,2010
628,10/28/2010,40,23,57.2,17.7,49,7,57.2,10,28,2010
629,10/29/2010,53.4,22,61,47.4,30,10,61,10,29,2010
630,10/30/2010,53.1,29,64,44.2,56,14,64,10,30,2010
631,10/31/2010,43,51,50.4,35.8,88,31,50.4,10,31,2010
632,11/1/2010,41.1,47,52.2,27.6,75,26,52.2,11,1,2010
633,11/2/2010,44.7,47,69,28.4,76,22,75.9,11,2,2010
634,11/3/2010,40.6,65,56.2,27.3,89,38,56.2,11,3,2010
635,11/4/2010,36.4,57,55.6,22.1,91,17,55.6,11,4,2010
636,11/5/2010,48.3,30,62.7,27.6,59,18,62.7,11,5,2010
637,11/6/2010,54.4,28,69.6,34,59,13,72.9,11,6,2010
638,11/7/2010,44.5,43,58.7,31.3,66,24,58.7,11,7,2010
639,11/8/2010,49.9,29,65.2,32,60,15,72.1,11,8,2010
640,11/9/2010,31.3,61,40.8,24.4,85,40,40.8,11,9,2010
641,11/10/2010,28.5,54,36.8,20.3,88,26,36.8,11,10,2010
642,11/11/2010,23.9,86,28.1,14.8,89,78,28.1,11,11,2010
643,11/12/2010,26.3,56,39.8,10.2,87,21,39.8,11,12,2010
644,11/13/2010,26.2,60,34.7,21.4,82,33,34.7,11,13,2010
645,11/14/2010,28,49,34.4,16.5,85,36,34.4,11,14,2010
646,11/15/2010,30,60,40.4,24.5,82,31,40.4,11,15,2010
647,11/16/2010,31.2,63,36.8,27.6,91,45,36.8,11,16,2010
648,11/17/2010,30.5,44,36.6,19.4,63,28,36.6,11,17,2010
649,11/18/2010,43,22,50.1,35.9,28,18,50.1,11,18,2010
650,11/19/2010,44.6,18,53.1,32.8,33,12,53.1,11,19,2010
651,11/20/2010,46.9,19,55,40.1,43,13,55,11,20,2010
652,11/21/2010,34.2,64,44.8,23.5,89,36,44.8,11,21,2010
653,11/22/2010,23.4,51,27.9,20,85,32,27.9,11,22,2010
654,11/23/2010,30.3,32,41.3,20.5,57,15,41.3,11,23,2010
655,11/24/2010,15.8,47,30.7,5.8,84,21,30.7,11,24,2010
656,11/25/2010,15.6,26,23.5,5,35,17,23.5,11,25,2010
657,11/26/2010,29.9,40,39.9,10.4,48,31,39.9,11,26,2010
658,11/27/2010,37.7,25,47,24.1,39,15,47,11,27,2010
659,11/28/2010,32.4,35,42.3,23.8,76,17,42.3,11,28,2010
660,11/29/2010,20.1,37,24.4,14.9,51,28,24.4,11,29,2010
661,11/30/2010,24.6,30,32.6,14.3,47,15,32.6,11,30,2010
662,12/2/2010,42.2,39,48.8,36.4,58,28,48.8,12,2,2010
663,12/3/2010,44.8,31,46.2,42.3,41,28,46.2,12,3,2010
664,12/4/2010,31.3,62,46,21.8,89,28,46,12,4,2010
665,12/5/2010,28.8,67,43.1,18.8,86,45,43.1,12,5,2010
666,12/6/2010,34.3,62,48.1,18.1,87,27,48.1,12,6,2010
667,12/7/2010,34.3,40,46.2,23,60,23,46.2,12,7,2010
668,12/8/2010,40.4,26,49.2,23.9,41,15,49.2,12,8,2010
669,12/9/2010,39.6,37,44,29.5,57,25,44,12,9,2010
670,12/10/2010,35.9,47,43.4,28.1,85,32,43.4,12,10,2010
671,12/11/2010,25.2,41,29,17,57,31,29,12,11,2010
672,12/12/2010,34.8,50,46.7,16.7,66,31,46.7,12,12,2010
673,12/13/2010,45.8,27,53.2,42.6,42,16,53.2,12,13,2010
674,12/14/2010,46.3,26,52.2,42.1,41,18,52.2,12,14,2010
675,12/15/2010,34.1,55,44.3,22.9,88,27,44.3,12,15,2010
676,12/16/2010,20.2,62,29.1,10.5,84,33,29.1,12,16,2010
677,12/17/2010,15.7,73,24.1,10,83,53,24.1,12,17,2010
678,12/18/2010,29.7,61,38.9,11.1,83,40,38.9,12,18,2010
679,12/19/2010,36.5,71,41.8,32.3,93,52,41.8,12,19,2010
680,12/20/2010,33.9,83,37.5,28.1,92,54,37.5,12,20,2010
681,12/21/2010,25,79,28.7,22.3,87,54,28.7,12,21,2010
682,12/22/2010,25.1,84,39.2,17.7,90,68,39.2,12,22,2010
683,12/23/2010,32.9,71,46,19.2,92,44,46,12,23,2010
684,12/24/2010,24.4,80,38.2,14.1,89,57,38.2,12,24,2010
685,12/25/2010,24.1,63,51.4,8.4,86,17,51.4,12,25,2010
686,12/26/2010,35.4,40,51.7,16.5,77,15,51.7,12,26,2010
687,12/27/2010,31.4,34,36.9,27.6,50,24,36.9,12,27,2010
688,12/28/2010,31.7,28,41.5,18,51,17,41.5,12,28,2010
689,12/29/2010,35.5,37,39.3,32.8,50,15,39.3,12,29,2010
690,12/30/2010,17.5,71,33.4,-1.2,85,44,33.4,12,30,2010
691,12/31/2010,1.5,53,5.4,-1.4,76,34,5.4,12,31,2010
692,1/1/2011,6.6,37,13.1,1.5,46,30,13.1,1,1,2011
693,1/2/2011,20.5,37,29.4,11.6,55,24,29.4,1,2,2011
694,1/3/2011,24.5,49,33.8,10.2,82,25,33.8,1,3,2011
695,1/4/2011,26.9,37,32.5,22.7,47,23,32.5,1,4,2011
696,1/5/2011,27.8,44,33.4,22.5,51,35,33.4,1,5,2011
697,1/6/2011,35.8,41,43.2,27.8,48,31,43.2,1,6,2011
698,1/7/2011,37.2,47,47,25,76,29,47,1,7,2011
699,1/8/2011,37.6,46,45.1,32.4,59,30,45.1,1,8,2011
700,1/9/2011,18.9,79,33.3,5.2,87,60,33.3,1,9,2011
701,1/10/2011,3.5,63,13.5,-11.2,78,40,13.5,1,10,2011
702,1/11/2011,11.7,37,20.6,3.5,54,22,20.6,1,11,2011
703,1/12/2011,24,45,34.7,-1.2,64,25,34.7,1,12,2011
704,1/13/2011,36,48,41.5,30,59,40,41.5,1,13,2011
705,1/14/2011,36.4,42,44.1,32.5,53,27,44.1,1,14,2011
706,1/15/2011,35.6,44,40.6,32.9,51,34,40.6,1,15,2011
707,1/16/2011,37.2,50,44.2,28.2,71,42,44.2,1,16,2011
708,1/17/2011,38.5,57,45.1,31.6,82,34,45.1,1,17,2011
709,1/18/2011,33.3,44,38.3,30.3,71,28,38.3,1,18,2011
710,1/19/2011,25.3,67,36.6,7,85,31,36.6,1,19,2011
711,1/20/2011,18.6,55,31.8,0.7,81,24,31.8,1,20,2011
712,1/21/2011,29.6,37,35.6,24.4,63,21,35.6,1,21,2011
713,1/22/2011,27.4,52,34.4,20.2,83,32,34.4,1,22,2011
714,1/23/2011,26.8,33,32.5,17.7,50,22,32.5,1,23,2011
715,1/24/2011,23.4,37,31.9,14.7,55,19,31.9,1,24,2011
716,1/25/2011,28.5,40,38.5,15.1,76,11,38.5,1,25,2011
717,1/26/2011,29.9,45,39.3,17.2,78,23,39.3,1,26,2011
718,1/27/2011,39.5,30,48.6,32.2,41,21,48.6,1,27,2011
719,1/28/2011,43.6,32,57.2,26.6,58,19,57.2,1,28,2011
720,1/29/2011,37.7,39,49.4,21.1,72,23,49.4,1,29,2011
721,1/30/2011,34.4,40,47.6,19.1,79,20,47.6,1,30,2011
722,1/31/2011,10.6,72,34.6,-5.9,86,33,34.6,1,31,2011
723,2/1/2011,-12.1,63,-6.1,-23.6,70,52,-6.1,2,1,2011
724,2/2/2011,-11.9,60,7.7,-27.7,73,35,7.7,2,2,2011
725,2/3/2011,10,69,32.1,-16.6,81,51,32.1,2,3,2011
726,2/4/2011,22.9,62,40.2,1.1,87,44,40.2,2,4,2011
727,2/5/2011,25.9,70,33.1,14,88,46,33.1,2,5,2011
728,2/6/2011,15.5,65,26.4,-1.8,85,32,26.4,2,6,2011
729,2/7/2011,21.5,65,34.9,-2.4,88,41,34.9,2,7,2011
730,2/8/2011,-0.4,72,10.8,-13,79,61,10.8,2,8,2011
731,2/9/2011,1.9,48,19.9,-21.6,70,26,19.9,2,9,2011
732,2/10/2011,19.7,35,28.3,11.9,43,28,28.3,2,10,2011
733,2/11/2011,27.7,40,34.3,21.8,45,33,34.3,2,11,2011
734,2/12/2011,36,30,44.9,28.1,43,18,44.9,2,12,2011
735,2/13/2011,43.4,20,51,31.3,34,14,51,2,13,2011
736,2/14/2011,36,32,52.8,16.1,68,10,52.8,2,14,2011
737,2/15/2011,44.8,19,54,35.5,36,10,54,2,15,2011
738,2/16/2011,44.6,22,49.6,40.6,37,14,49.6,2,16,2011
739,2/17/2011,28.3,61,42.1,23,86,27,42.1,2,17,2011
740,2/18/2011,30.3,55,44.1,14.8,83,16,44.1,2,18,2011
741,2/19/2011,39.3,47,51,28.5,88,24,51,2,19,2011
742,2/20/2011,28.1,45,32.5,23.8,92,28,32.5,2,20,2011
743,2/21/2011,26.6,36,33.2,21.8,46,28,33.2,2,21,2011
744,2/22/2011,31.6,24,39.2,24.8,37,12,39.2,2,22,2011
745,2/23/2011,30.9,39,41.1,23.9,79,16,41.1,2,23,2011
746,2/24/2011,24.4,75,34.4,14.3,89,39,34.4,2,24,2011
747,2/25/2011,18.3,85,26.1,13.1,88,83,26.1,2,25,2011
748,2/26/2011,31.1,64,35.9,26.3,88,34,35.9,2,26,2011
749,2/27/2011,33.5,33,39.5,27.3,53,21,39.5,2,27,2011
750,2/28/2011,36,27,44.6,26.3,44,17,44.6,2,28,2011
751,3/28/2011,31.4,68,37.2,26.6,90,30,37.2,3,28,2011
752,3/30/2011,37,42,44.6,29.2,53,28,44.6,3,30,2011
753,3/31/2011,45.6,45,53.5,39.1,65,27,53.5,3,31,2011
754,4/27/2011,34.6,38,43.1,29.4,47,25,43.1,4,27,2011
755,4/28/2011,44.2,24,55.8,33.1,50,9,55.8,4,28,2011
756,4/29/2011,37,57,49,24.7,89,27,49,4,29,2011
757,4/30/2011,29.7,34,38.4,22.1,54,20,38.4,4,30,2011
758,5/1/2011,28.7,55,38.1,22.4,88,26,38.1,5,1,2011
759,5/2/2011,29.8,58,43.8,12.4,85,28,43.8,5,2,2011
760,5/3/2011,44.4,28,54.8,35.5,50,19,54.8,5,3,2011
